Frame Number, File Size (bytes), File Size (kB)
296, 276767, 270.28, Left
296, 284304, 277.64, Right
301, 293031, 286.16, Left
301, 314797, 307.41, Right
307, 180873, 176.63, Left
307, 184297, 179.97, Right
314, 213210, 208.21, Left
314, 212093, 207.12, Right
320, 195199, 190.62, Left
320, 200576, 195.87, Right
326, 331208, 323.44, Left
326, 346688, 338.56, Right
332, 368118, 359.49, Left
332, 364843, 356.29, Right
337, 343173, 335.12, Left
337, 351864, 343.61, Right
342, 384369, 375.36, Left
342, 410432, 400.81, Right
346, 296030, 289.09, Left
346, 291950, 285.10, Right
350, 284184, 277.52, Left
350, 292432, 285.57, Right
354, 358378, 349.97, Left
354, 357425, 349.04, Right
358, 320996, 313.47, Left
358, 336109, 328.23, Right
362, 329659, 321.93, Left
362, 341646, 333.63, Right
366, 316198, 308.78, Left
366, 325542, 317.91, Right
370, 310213, 302.94, Left
370, 305555, 298.39, Right
374, 277207, 270.70, Left
374, 288954, 282.18, Right
378, 268778, 262.47, Left
378, 276889, 270.39, Right
381, 241195, 235.54, Left
381, 251295, 245.40, Right
384, 236568, 231.02, Left
384, 233742, 228.26, Right
387, 249905, 244.04, Left
387, 241361, 235.70, Right
390, 263734, 257.55, Left
390, 253297, 247.36, Right
393, 276200, 269.72, Left
393, 277770, 271.25, Right
396, 281311, 274.71, Left
396, 286302, 279.59, Right
399, 255236, 249.25, Left
399, 251222, 245.33, Right
402, 254618, 248.65, Left
402, 265090, 258.87, Right
406, 298939, 291.93, Left
406, 319476, 311.98, Right
410, 281814, 275.20, Left
410, 309651, 302.39, Right
414, 273017, 266.61, Left
414, 301553, 294.48, Right
417, 260656, 254.54, Left
417, 278686, 272.15, Right
420, 274854, 268.41, Left
420, 283998, 277.34, Right
424, 289083, 282.30, Left
424, 317007, 309.57, Right
428, 290166, 283.36, Left
428, 315506, 308.11, Right
431, 279097, 272.55, Left
431, 292343, 285.49, Right
435, 275419, 268.96, Left
435, 302087, 295.00, Right
439, 293476, 286.59, Left
439, 321162, 313.63, Right
442, 277722, 271.21, Left
442, 311388, 304.08, Right
446, 282945, 276.31, Left
446, 306395, 299.21, Right
449, 241285, 235.62, Left
449, 264399, 258.20, Right
452, 251074, 245.18, Left
452, 268055, 261.77, Right
455, 265430, 259.20, Left
455, 287609, 280.86, Right
458, 244041, 238.32, Left
458, 261251, 255.12, Right
461, 251910, 246.00, Left
461, 268452, 262.16, Right
464, 247028, 241.23, Left
464, 252392, 246.47, Right
467, 231771, 226.33, Left
467, 230074, 224.68, Right
470, 220830, 215.65, Left
470, 227481, 222.14, Right
473, 231386, 225.96, Left
473, 239862, 234.24, Right
477, 237397, 231.83, Left
477, 248537, 242.71, Right
481, 238997, 233.39, Left
481, 256709, 250.69, Right
484, 237695, 232.12, Left
484, 259214, 253.13, Right
487, 257156, 251.12, Left
487, 274281, 267.85, Right
491, 242656, 236.96, Left
491, 253018, 247.08, Right
494, 230213, 224.81, Left
494, 233819, 228.33, Right
498, 282662, 276.03, Left
498, 292020, 285.17, Right
502, 311906, 304.59, Left
502, 314292, 306.92, Right
505, 276044, 269.57, Left
505, 282322, 275.70, Right
508, 269759, 263.43, Left
508, 279604, 273.05, Right
512, 283272, 276.63, Left
512, 306402, 299.22, Right
516, 319014, 311.53, Left
516, 335841, 327.96, Right
520, 289366, 282.58, Left
520, 311462, 304.16, Right
524, 309635, 302.37, Left
524, 326408, 318.75, Right
528, 264565, 258.36, Left
528, 275663, 269.20, Right
532, 249111, 243.27, Left
532, 258011, 251.96, Right
536, 245034, 239.29, Left
536, 256897, 250.87, Right
540, 247207, 241.41, Left
540, 270784, 264.43, Right
544, 270856, 264.50, Left
544, 291418, 284.58, Right
548, 311214, 303.91, Left
548, 321503, 313.96, Right
552, 328483, 320.78, Left
552, 338472, 330.53, Right
556, 359370, 350.94, Left
556, 372253, 363.52, Right
561, 340847, 332.85, Left
561, 354347, 346.04, Right
565, 266410, 260.16, Left
565, 272969, 266.57, Right
569, 307132, 299.93, Left
569, 312449, 305.12, Right
573, 267571, 261.29, Left
573, 275711, 269.24, Right
577, 347015, 338.88, Left
577, 365649, 357.07, Right
581, 352483, 344.22, Left
581, 368046, 359.41, Right
585, 340594, 332.61, Left
585, 357357, 348.98, Right
589, 293368, 286.49, Left
589, 308463, 301.23, Right
594, 308637, 301.40, Left
594, 322256, 314.70, Right
599, 346414, 338.29, Left
599, 364822, 356.27, Right
605, 366223, 357.63, Left
605, 383863, 374.86, Right
611, 348336, 340.17, Left
611, 361895, 353.41, Right
616, 290144, 283.34, Left
616, 292581, 285.72, Right
621, 280757, 274.17, Left
621, 284426, 277.75, Right
626, 266905, 260.64, Left
626, 270358, 264.02, Right
631, 303647, 296.53, Left
631, 316222, 308.81, Right
636, 303360, 296.25, Left
636, 329896, 322.16, Right
641, 352486, 344.22, Left
641, 378525, 369.65, Right
646, 385970, 376.92, Left
646, 394260, 385.01, Right
650, 330304, 322.56, Left
650, 345840, 337.73, Right
654, 280599, 274.02, Left
654, 285176, 278.49, Right
658, 279263, 272.71, Left
658, 294056, 287.16, Right
662, 345273, 337.18, Left
662, 366545, 357.95, Right
666, 305244, 298.08, Left
666, 323201, 315.62, Right
670, 306137, 298.96, Left
670, 328116, 320.42, Right
674, 344392, 336.32, Left
674, 359888, 351.45, Right
678, 351189, 342.95, Left
678, 374886, 366.09, Right
682, 262032, 255.89, Left
682, 298850, 291.84, Right
686, 274063, 267.63, Left
686, 292669, 285.80, Right
690, 293149, 286.27, Left
690, 306457, 299.27, Right
694, 251228, 245.33, Left
694, 259651, 253.56, Right
698, 258272, 252.21, Left
698, 265808, 259.57, Right
701, 248880, 243.04, Left
701, 254475, 248.51, Right
705, 286576, 279.85, Left
705, 299728, 292.70, Right
708, 273945, 267.52, Left
708, 284799, 278.12, Right
711, 253585, 247.64, Left
711, 276277, 269.80, Right
715, 321931, 314.38, Left
715, 338962, 331.01, Right
719, 319962, 312.46, Left
719, 346147, 338.03, Right
722, 278500, 271.97, Left
722, 301482, 294.41, Right
726, 326418, 318.76, Left
726, 350919, 342.69, Right
730, 330368, 322.62, Left
730, 354452, 346.14, Right
733, 287044, 280.31, Left
733, 307720, 300.50, Right
736, 251410, 245.51, Left
736, 270894, 264.54, Right
739, 246613, 240.83, Left
739, 265599, 259.37, Right
740, 228993, 223.62, Left
740, 242438, 236.75, Right
743, 201814, 197.08, Left
743, 221254, 216.06, Right
746, 213474, 208.47, Left
746, 223875, 218.62, Right
749, 218505, 213.38, Left
749, 228428, 223.07, Right
752, 241059, 235.40, Left
752, 251797, 245.89, Right
755, 258902, 252.83, Left
755, 270682, 264.33, Right
758, 245227, 239.47, Left
758, 249499, 243.65, Right
761, 237016, 231.46, Left
761, 268701, 262.40, Right
764, 232315, 226.87, Left
764, 230402, 225.00, Right
768, 246582, 240.80, Left
768, 245982, 240.21, Right
772, 244222, 238.49, Left
772, 250432, 244.56, Right
775, 224329, 219.07, Left
775, 234421, 228.92, Right
778, 241391, 235.73, Left
778, 249480, 243.63, Right
781, 250841, 244.96, Left
781, 254290, 248.33, Right
784, 257766, 251.72, Left
784, 254085, 248.12, Right
786, 254601, 248.63, Left
786, 265133, 258.91, Right
787, 254797, 248.82, Left
787, 253251, 247.31, Right
788, 252473, 246.55, Left
788, 250527, 244.65, Right
789, 240961, 235.31, Left
789, 239231, 233.62, Right
790, 232631, 227.17, Left
790, 229524, 224.14, Right
793, 229836, 224.44, Left
793, 232735, 227.28, Right
796, 273047, 266.64, Left
796, 279439, 272.88, Right
799, 274727, 268.28, Left
799, 281276, 274.68, Right
802, 262425, 256.27, Left
802, 283363, 276.72, Right
805, 271608, 265.24, Left
805, 288360, 281.60, Right
809, 273327, 266.92, Left
809, 283878, 277.22, Right
812, 250757, 244.87, Left
812, 272944, 266.54, Right
815, 268314, 262.02, Left
815, 283953, 277.29, Right
818, 295066, 288.15, Left
818, 313539, 306.19, Right
821, 285603, 278.90, Left
821, 307423, 300.21, Right
825, 283285, 276.64, Left
825, 294203, 287.30, Right
828, 271115, 264.76, Left
828, 269353, 263.04, Right
831, 287786, 281.04, Left
831, 301356, 294.29, Right
834, 264474, 258.27, Left
834, 263360, 257.18, Right
837, 260529, 254.42, Left
837, 271654, 265.28, Right
840, 259672, 253.58, Left
840, 292300, 285.44, Right
844, 316405, 308.98, Left
844, 326937, 319.27, Right
848, 275131, 268.68, Left
848, 303456, 296.34, Right
852, 330275, 322.53, Left
852, 357976, 349.58, Right
856, 322837, 315.27, Left
856, 344490, 336.41, Right
860, 324896, 317.28, Left
860, 331682, 323.90, Right
864, 326742, 319.08, Left
864, 321738, 314.19, Right
869, 358746, 350.33, Left
869, 377608, 368.75, Right
873, 292454, 285.59, Left
873, 306220, 299.04, Right
877, 266609, 260.36, Left
877, 271274, 264.91, Right
881, 252957, 247.02, Left
881, 261870, 255.73, Right
885, 280981, 274.39, Left
885, 287641, 280.89, Right
889, 280845, 274.26, Left
889, 270733, 264.38, Right
894, 320579, 313.06, Left
894, 326904, 319.24, Right
899, 290533, 283.72, Left
899, 297635, 290.65, Right
904, 302372, 295.28, Left
904, 316164, 308.75, Right
910, 342442, 334.41, Left
910, 363085, 354.57, Right
915, 287824, 281.07, Left
915, 293881, 286.99, Right
920, 230305, 224.90, Left
920, 236031, 230.49, Right
926, 302978, 295.87, Left
926, 312339, 305.01, Right
932, 304857, 297.71, Left
932, 307345, 300.14, Right
937, 283351, 276.70, Left
937, 288297, 281.54, Right
942, 296748, 289.79, Left
942, 303233, 296.12, Right
948, 307526, 300.31, Left
948, 310285, 303.01, Right
953, 303919, 296.79, Left
953, 318977, 311.50, Right
958, 354552, 346.24, Left
958, 359295, 350.87, Right
963, 323065, 315.49, Left
963, 333496, 325.67, Right
967, 329586, 321.86, Left
967, 340807, 332.81, Right
972, 381569, 372.62, Left
972, 413081, 403.39, Right
976, 368829, 360.18, Left
976, 390547, 381.39, Right
981, 360923, 352.46, Left
981, 380995, 372.06, Right
985, 364168, 355.63, Left
985, 382503, 373.53, Right
989, 291909, 285.06, Left
989, 306924, 299.73, Right
992, 249384, 243.53, Left
992, 257179, 251.15, Right
995, 266045, 259.80, Left
995, 271820, 265.44, Right
998, 267309, 261.04, Left
998, 274223, 267.79, Right
1001, 238218, 232.63, Left
1001, 234213, 228.72, Right
1004, 251558, 245.66, Left
1004, 256273, 250.26, Right
1007, 253811, 247.86, Left
1007, 255568, 249.57, Right
1010, 273619, 267.20, Left
1010, 284737, 278.06, Right
1013, 248702, 242.87, Left
1013, 270186, 263.85, Right
1016, 245355, 239.60, Left
1016, 243121, 237.42, Right
1020, 278812, 272.27, Left
1020, 286504, 279.78, Right
1024, 245163, 239.41, Left
1024, 253931, 247.97, Right
1028, 268947, 262.64, Left
1028, 284243, 277.58, Right
1033, 287854, 281.10, Left
1033, 307595, 300.38, Right
1037, 243122, 237.42, Left
1037, 258752, 252.68, Right
1041, 245994, 240.22, Left
1041, 237328, 231.76, Right
1047, 278009, 271.49, Left
1047, 289352, 282.57, Right
1052, 272576, 266.18, Left
1052, 272578, 266.18, Right
1055, 226548, 221.23, Left
1055, 228905, 223.54, Right
1059, 265186, 258.97, Left
1059, 270122, 263.79, Right
1063, 298614, 291.61, Left
1063, 305817, 298.64, Right
1068, 294717, 287.80, Left
1068, 302559, 295.46, Right
1071, 249287, 243.44, Left
1071, 242619, 236.93, Right
1074, 218217, 213.10, Left
1074, 213526, 208.52, Right
1077, 205705, 200.88, Left
1077, 204184, 199.39, Right
1080, 197983, 193.34, Left
1080, 200614, 195.91, Right
1083, 204719, 199.92, Left
1083, 219873, 214.71, Right
1086, 219588, 214.44, Left
1086, 238753, 233.15, Right
1089, 208002, 203.12, Left
1089, 227987, 222.64, Right
1092, 234447, 228.95, Left
1092, 231092, 225.67, Right
1094, 229116, 223.74, Left
1094, 226990, 221.66, Right
1095, 216157, 211.09, Left
1095, 217280, 212.18, Right
1096, 209581, 204.66, Left
1096, 206075, 201.24, Right
1099, 202179, 197.44, Left
1099, 211731, 206.76, Right
1102, 188797, 184.37, Left
1102, 207699, 202.83, Right
1103, 197218, 192.59, Left
1103, 222675, 217.45, Right
1104, 182413, 178.13, Left
1104, 204545, 199.75, Right
1105, 180087, 175.86, Left
1105, 192218, 187.71, Right
1106, 173972, 169.89, Left
1106, 184642, 180.31, Right
1107, 187399, 183.00, Left
1107, 197177, 192.55, Right
1108, 185899, 181.54, Left
1108, 192058, 187.55, Right
1109, 188457, 184.04, Left
1109, 190657, 186.18, Right
1110, 190413, 185.95, Left
1110, 198599, 193.94, Right
1111, 197956, 193.31, Left
1111, 201914, 197.18, Right
1112, 204225, 199.43, Left
1112, 210606, 205.66, Right
1113, 204160, 199.37, Left
1113, 216352, 211.28, Right
1116, 235306, 229.79, Left
1116, 247606, 241.80, Right
1119, 282803, 276.17, Left
1119, 296573, 289.62, Right
1122, 234990, 229.48, Left
1122, 240586, 234.94, Right
1126, 300937, 293.88, Left
1126, 317215, 309.78, Right
1130, 345638, 337.53, Left
1130, 345684, 337.58, Right
1134, 244854, 239.11, Left
1134, 245970, 240.20, Right
1138, 278999, 272.45, Left
1138, 270477, 264.13, Right
1142, 303788, 296.66, Left
1142, 314007, 306.64, Right
1146, 310580, 303.30, Left
1146, 298730, 291.72, Right
1150, 307334, 300.13, Left
1150, 311780, 304.47, Right
1154, 324142, 316.54, Left
1154, 330556, 322.80, Right
1158, 348910, 340.73, Left
1158, 366978, 358.37, Right
1162, 363719, 355.19, Left
1162, 379371, 370.47, Right
1167, 365158, 356.59, Left
1167, 382382, 373.41, Right
1172, 345168, 337.07, Left
1172, 356479, 348.12, Right
1177, 355008, 346.68, Left
1177, 352192, 343.93, Right
1181, 262583, 256.42, Left
1181, 271460, 265.09, Right
1185, 272673, 266.28, Left
1185, 266573, 260.32, Right
1189, 296133, 289.19, Left
1189, 299603, 292.58, Right
1193, 332155, 324.37, Left
1193, 350222, 342.01, Right
1197, 308534, 301.30, Left
1197, 316085, 308.67, Right
1201, 350331, 342.12, Left
1201, 343743, 335.68, Right
1205, 291870, 285.02, Left
1205, 276982, 270.49, Right
1210, 297375, 290.40, Left
1210, 306034, 298.86, Right
1216, 280460, 273.88, Left
1216, 290809, 283.99, Right
1222, 329778, 322.04, Left
1222, 341474, 333.47, Right
1227, 290818, 284.00, Left
1227, 314432, 307.06, Right
1232, 316814, 309.38, Left
1232, 345682, 337.58, Right
1237, 338759, 330.81, Left
1237, 359857, 351.42, Right
1242, 339703, 331.74, Left
1242, 371855, 363.13, Right
1246, 286247, 279.53, Left
1246, 298973, 291.96, Right
1250, 301011, 293.95, Left
1250, 317848, 310.39, Right
1254, 327054, 319.38, Left
1254, 347528, 339.38, Right
1258, 362990, 354.48, Left
1258, 380769, 371.84, Right
1262, 337184, 329.28, Left
1262, 362791, 354.28, Right
1266, 332553, 324.75, Left
1266, 351620, 343.37, Right
1271, 339534, 331.57, Left
1271, 357814, 349.42, Right
1276, 351661, 343.41, Left
1276, 366053, 357.47, Right
1280, 300550, 293.50, Left
1280, 315470, 308.07, Right
1284, 281778, 275.17, Left
1284, 274460, 268.02, Right
1288, 265155, 258.94, Left
1288, 272485, 266.09, Right
1292, 265563, 259.33, Left
1292, 260919, 254.80, Right
1296, 251957, 246.05, Left
1296, 272539, 266.15, Right
1300, 233600, 228.12, Left
1300, 236560, 231.01, Right
1304, 241605, 235.94, Left
1304, 237885, 232.30, Right
1308, 243817, 238.10, Left
1308, 250096, 244.23, Right
1312, 244292, 238.56, Left
1312, 243706, 237.99, Right
1316, 245802, 240.04, Left
1316, 242357, 236.67, Right
1320, 243289, 237.58, Left
1320, 256687, 250.67, Right
1324, 261924, 255.78, Left
1324, 275003, 268.55, Right
1328, 246357, 240.58, Left
1328, 257303, 251.27, Right
1332, 258213, 252.16, Left
1332, 280201, 273.63, Right
1336, 270549, 264.20, Left
1336, 279681, 273.12, Right
1340, 273625, 267.21, Left
1340, 288615, 281.85, Right
1344, 278977, 272.43, Left
1344, 305813, 298.64, Right
1348, 293126, 286.25, Left
1348, 315255, 307.86, Right
1351, 240482, 234.84, Left
1351, 250087, 244.22, Right
1355, 248480, 242.65, Left
1355, 267884, 261.60, Right
1358, 235696, 230.17, Left
1358, 256412, 250.40, Right
1361, 234063, 228.57, Left
1361, 247200, 241.40, Right
1365, 240874, 235.22, Left
1365, 240905, 235.25, Right
1369, 231241, 225.82, Left
1369, 233928, 228.44, Right
1373, 248471, 242.64, Left
1373, 255240, 249.25, Right
1377, 245805, 240.04, Left
1377, 253708, 247.76, Right
1380, 246453, 240.67, Left
1380, 257963, 251.91, Right
1383, 228936, 223.57, Left
1383, 247208, 241.41, Right
1386, 245388, 239.63, Left
1386, 254765, 248.79, Right
1390, 273246, 266.84, Left
1390, 286204, 279.49, Right
1394, 278418, 271.89, Left
1394, 278373, 271.84, Right
1398, 251163, 245.27, Left
1398, 270310, 263.97, Right
1401, 222849, 217.62, Left
1401, 248496, 242.67, Right
1404, 225088, 219.81, Left
1404, 239082, 233.47, Right
1408, 232338, 226.89, Left
1408, 258580, 252.51, Right
1412, 264836, 258.62, Left
1412, 283903, 277.24, Right
1416, 284051, 277.39, Left
1416, 315699, 308.29, Right
1420, 286837, 280.11, Left
1420, 307186, 299.98, Right
1424, 267655, 261.38, Left
1424, 286196, 279.48, Right
1428, 280797, 274.21, Left
1428, 283382, 276.74, Right
1432, 229519, 224.13, Left
1432, 248934, 243.09, Right
1436, 291851, 285.01, Left
1436, 299491, 292.47, Right
1440, 295501, 288.57, Left
1440, 300251, 293.21, Right
1444, 322184, 314.63, Left
1444, 339720, 331.75, Right
1448, 277902, 271.38, Left
1448, 298145, 291.15, Right
1453, 297455, 290.48, Left
1453, 293783, 286.89, Right
1458, 321195, 313.66, Left
1458, 318934, 311.45, Right
1462, 349840, 341.64, Left
1462, 355408, 347.07, Right
1467, 349381, 341.19, Left
1467, 358635, 350.22, Right
1471, 286037, 279.33, Left
1471, 278472, 271.94, Right
1476, 233228, 227.76, Left
1476, 230982, 225.56, Right
1481, 271028, 264.67, Left
1481, 277351, 270.85, Right
1486, 265403, 259.18, Left
1486, 291381, 284.55, Right
1492, 320361, 312.85, Left
1492, 341721, 333.71, Right
1496, 269289, 262.97, Left
1496, 279868, 273.30, Right
1500, 276111, 269.63, Left
1500, 294083, 287.19, Right
1504, 251879, 245.97, Left
1504, 281843, 275.23, Right
1508, 246256, 240.48, Left
1508, 262059, 255.91, Right
1512, 276634, 270.15, Left
1512, 295431, 288.50, Right
1516, 281319, 274.72, Left
1516, 291639, 284.80, Right
1520, 351002, 342.77, Left
1520, 375650, 366.84, Right
1525, 333979, 326.15, Left
1525, 349605, 341.41, Right
1529, 331803, 324.02, Left
1529, 350945, 342.71, Right
1534, 371596, 362.88, Left
1534, 395846, 386.56, Right
1538, 386262, 377.20, Left
1538, 409553, 399.95, Right
1542, 283569, 276.92, Left
1542, 313748, 306.39, Right
1546, 275267, 268.81, Left
1546, 286068, 279.36, Right
1549, 266004, 259.76, Left
1549, 272685, 266.29, Right
1553, 281578, 274.97, Left
1553, 293627, 286.74, Right
1556, 272752, 266.35, Left
1556, 261343, 255.21, Right
1559, 280317, 273.74, Left
1559, 287266, 280.53, Right
1563, 291326, 284.49, Left
1563, 301786, 294.71, Right
1567, 313049, 305.71, Left
1567, 318076, 310.62, Right
1572, 330635, 322.88, Left
1572, 347654, 339.50, Right
1576, 287105, 280.37, Left
1576, 304185, 297.05, Right
1581, 294090, 287.19, Left
1581, 304811, 297.66, Right
1586, 309832, 302.57, Left
1586, 321749, 314.20, Right
1590, 220911, 215.73, Left
1590, 226586, 221.27, Right
1594, 218270, 213.15, Left
1594, 217493, 212.39, Right
1598, 261100, 254.98, Left
1598, 277916, 271.40, Right
1602, 295690, 288.75, Left
1602, 308266, 301.04, Right
1606, 295059, 288.14, Left
1606, 303780, 296.66, Right
1611, 310659, 303.37, Left
1611, 321170, 313.64, Right
