Frame Number, File Size (bytes), File Size (kB)
1116, 235306, 229.79, Left
1116, 247606, 241.80, Right
1117, 263876, 257.69, Left
1117, 284395, 277.72, Right
1118, 281445, 274.84, Left
1118, 303664, 296.54, Right
1119, 282803, 276.17, Left
1119, 296573, 289.62, Right
1120, 249927, 244.06, Left
1120, 256581, 250.56, Right
1121, 239232, 233.62, Left
1121, 244240, 238.51, Right
1124, 295532, 288.60, Left
1124, 305334, 298.17, Right
1127, 319458, 311.97, Left
1127, 315636, 308.23, Right
1131, 327433, 319.75, Left
1131, 316935, 309.50, Right
1132, 272431, 266.04, Left
1132, 267248, 260.98, Right
1135, 251481, 245.58, Left
1135, 253840, 247.89, Right
1138, 278999, 272.45, Left
1138, 270477, 264.13, Right
1142, 303788, 296.66, Left
1142, 314007, 306.64, Right
1146, 310580, 303.30, Left
1146, 298730, 291.72, Right
1150, 307334, 300.13, Left
1150, 311780, 304.47, Right
1154, 324142, 316.54, Left
1154, 330556, 322.80, Right
1158, 348910, 340.73, Left
1158, 366978, 358.37, Right
1161, 366840, 358.24, Left
1161, 369667, 361.00, Right
1165, 379123, 370.23, Left
1165, 392660, 383.45, Right
1170, 372369, 363.64, Left
1170, 383690, 374.69, Right
1174, 358992, 350.57, Left
1174, 369591, 360.92, Right
1178, 346671, 338.54, Left
1178, 335753, 327.88, Right
1181, 262583, 256.42, Left
1181, 271460, 265.09, Right
1184, 260879, 254.76, Left
1184, 261477, 255.34, Right
1187, 270319, 263.98, Left
1187, 284787, 278.11, Right
1191, 289026, 282.25, Left
1191, 301719, 294.64, Right
1193, 332155, 324.37, Left
1193, 350222, 342.01, Right
1196, 302395, 295.30, Left
1196, 316618, 309.19, Right
1200, 314696, 307.32, Left
1200, 342856, 334.82, Right
1204, 301917, 294.84, Left
1204, 313590, 306.24, Right
1208, 284884, 278.20, Left
1208, 285606, 278.91, Right
1213, 257785, 251.74, Left
1213, 263004, 256.83, Right
1218, 269824, 263.50, Left
1218, 284768, 278.09, Right
1223, 325584, 317.95, Left
1223, 344143, 336.07, Right
1228, 315457, 308.06, Left
1228, 326744, 319.08, Right
1232, 316814, 309.38, Left
1232, 345682, 337.58, Right
1236, 337820, 329.90, Left
1236, 357810, 349.42, Right
1240, 350409, 342.19, Left
1240, 385704, 376.66, Right
1244, 295394, 288.47, Left
1244, 328574, 320.87, Right
1247, 271264, 264.90, Left
1247, 273298, 266.89, Right
1251, 313781, 306.42, Left
1251, 332742, 324.94, Right
1255, 333274, 325.46, Left
1255, 351373, 343.13, Right
1259, 337268, 329.36, Left
1259, 350453, 342.23, Right
1263, 302406, 295.31, Left
1263, 331022, 323.26, Right
1267, 309290, 302.04, Left
1267, 329773, 322.04, Right
1271, 339534, 331.57, Left
1271, 357814, 349.42, Right
1276, 351661, 343.41, Left
1276, 366053, 357.47, Right
1280, 300550, 293.50, Left
1280, 315470, 308.07, Right
1283, 290385, 283.57, Left
1283, 288320, 281.56, Right
1286, 274550, 268.11, Left
1286, 280687, 274.10, Right
1289, 257348, 251.31, Left
1289, 259457, 253.37, Right
1292, 265563, 259.33, Left
1292, 260919, 254.80, Right
1295, 274559, 268.12, Left
1295, 275976, 269.50, Right
1298, 250510, 244.63, Left
1298, 268285, 261.99, Right
1300, 233600, 228.12, Left
1300, 236560, 231.01, Right
1303, 241441, 235.78, Left
1303, 240799, 235.15, Right
1306, 235980, 230.44, Left
1306, 242230, 236.55, Right
1309, 232895, 227.43, Left
1309, 234356, 228.86, Right
1312, 244292, 238.56, Left
1312, 243706, 237.99, Right
1315, 256491, 250.47, Left
1315, 255208, 249.22, Right
1317, 232892, 227.43, Left
1317, 235737, 230.21, Right
1320, 243289, 237.58, Left
1320, 256687, 250.67, Right
1323, 276464, 269.98, Left
1323, 291271, 284.44, Right
1325, 281154, 274.56, Left
1325, 299064, 292.05, Right
1326, 246702, 240.91, Left
1326, 262200, 256.05, Right
1327, 254837, 248.86, Left
1327, 269343, 263.03, Right
1330, 274243, 267.81, Left
1330, 292604, 285.74, Right
1331, 256790, 250.77, Left
1331, 274829, 268.38, Right
1332, 258213, 252.16, Left
1332, 280201, 273.63, Right
1334, 253694, 247.74, Left
1334, 272676, 266.28, Right
1337, 280257, 273.68, Left
1337, 301737, 294.66, Right
1338, 270595, 264.25, Left
1338, 289454, 282.66, Right
1342, 290098, 283.29, Left
1342, 315496, 308.10, Right
1346, 293889, 287.00, Left
1346, 316355, 308.94, Right
1347, 296194, 289.25, Left
1347, 323414, 315.83, Right
1348, 293126, 286.25, Left
1348, 315255, 307.86, Right
1349, 263598, 257.41, Left
1349, 266696, 260.44, Right
1350, 247011, 241.22, Left
1350, 254094, 248.13, Right
1351, 240482, 234.84, Left
1351, 250087, 244.22, Right
1352, 265368, 259.14, Left
1352, 282114, 275.50, Right
1353, 236360, 230.82, Left
1353, 250982, 245.09, Right
1356, 245515, 239.76, Left
1356, 269926, 263.59, Right
1357, 240537, 234.89, Left
1357, 260566, 254.45, Right
1358, 235696, 230.17, Left
1358, 256412, 250.40, Right
1359, 225393, 220.11, Left
1359, 239216, 233.60, Right
1360, 229892, 224.50, Left
1360, 242338, 236.65, Right
1361, 234063, 228.57, Left
1361, 247200, 241.40, Right
1362, 239074, 233.47, Left
1362, 246474, 240.69, Right
1365, 240874, 235.22, Left
1365, 240905, 235.25, Right
1368, 245217, 239.46, Left
1368, 244365, 238.63, Right
1371, 217821, 212.71, Left
1371, 222159, 216.95, Right
1374, 225947, 220.65, Left
1374, 233866, 228.38, Right
1377, 245805, 240.04, Left
1377, 253708, 247.76, Right
1380, 246453, 240.67, Left
1380, 257963, 251.91, Right
1381, 232223, 226.78, Left
1381, 240777, 235.13, Right
1384, 249733, 243.87, Left
1384, 258923, 252.85, Right
1385, 247006, 241.21, Left
1385, 252757, 246.83, Right
1388, 264575, 258.37, Left
1388, 274062, 267.63, Right
1391, 279498, 272.94, Left
1391, 294465, 287.56, Right
1394, 278418, 271.89, Left
1394, 278373, 271.84, Right
1397, 245181, 239.43, Left
1397, 273573, 267.16, Right
1400, 219614, 214.46, Left
1400, 235611, 230.08, Right
1403, 233662, 228.18, Left
1403, 250230, 244.36, Right
1406, 227932, 222.58, Left
1406, 229386, 224.00, Right
1409, 240147, 234.51, Left
1409, 252776, 246.85, Right
1412, 264836, 258.62, Left
1412, 283903, 277.24, Right
1415, 296996, 290.03, Left
1415, 314939, 307.55, Right
1418, 302881, 295.78, Left
1418, 325979, 318.33, Right
1421, 258376, 252.32, Left
1421, 276059, 269.58, Right
1424, 267655, 261.38, Left
1424, 286196, 279.48, Right
1427, 286161, 279.45, Left
1427, 299331, 292.31, Right
1430, 259385, 253.30, Left
1430, 267845, 261.56, Right
1433, 237379, 231.81, Left
1433, 241616, 235.95, Right
1436, 291851, 285.01, Left
1436, 299491, 292.47, Right
1439, 259087, 253.01, Left
1439, 261419, 255.29, Right
1443, 319238, 311.75, Left
1443, 330500, 322.75, Right
1447, 292479, 285.62, Left
1447, 291204, 284.37, Right
1451, 328076, 320.38, Left
1451, 330819, 323.06, Right
1455, 286540, 279.82, Left
1455, 288732, 281.96, Right
1459, 333204, 325.39, Left
1459, 331412, 323.64, Right
1463, 332513, 324.71, Left
1463, 338276, 330.34, Right
1467, 349381, 341.19, Left
1467, 358635, 350.22, Right
1471, 286037, 279.33, Left
1471, 278472, 271.94, Right
1475, 275858, 269.39, Left
1475, 273074, 266.67, Right
1479, 289607, 282.81, Left
1479, 294957, 288.04, Right
1483, 246075, 240.30, Left
1483, 266319, 260.07, Right
1488, 293193, 286.32, Left
1488, 314493, 307.12, Right
1493, 313289, 305.94, Left
1493, 327665, 319.98, Right
1497, 260362, 254.25, Left
1497, 267225, 260.96, Right
1501, 293058, 286.18, Left
1501, 318282, 310.82, Right
1505, 252167, 246.25, Left
1505, 287325, 280.59, Right
1508, 246256, 240.48, Left
1508, 262059, 255.91, Right
1512, 276634, 270.15, Left
1512, 295431, 288.50, Right
1516, 281319, 274.72, Left
1516, 291639, 284.80, Right
1520, 351002, 342.77, Left
1520, 375650, 366.84, Right
1524, 316072, 308.66, Left
1524, 343771, 335.71, Right
1528, 331785, 324.00, Left
1528, 354158, 345.85, Right
1532, 324017, 316.42, Left
1532, 342866, 334.83, Right
1537, 380982, 372.05, Left
1537, 407664, 398.10, Right
1540, 334122, 326.29, Left
1540, 329598, 321.87, Right
1543, 283443, 276.79, Left
1543, 302117, 295.03, Right
1546, 275267, 268.81, Left
1546, 286068, 279.36, Right
1547, 267140, 260.87, Left
1547, 276948, 270.45, Right
1548, 261659, 255.52, Left
1548, 270695, 264.35, Right
1549, 266004, 259.76, Left
1549, 272685, 266.29, Right
1552, 274322, 267.89, Left
1552, 279933, 273.37, Right
1553, 281578, 274.97, Left
1553, 293627, 286.74, Right
1554, 284353, 277.68, Left
1554, 294235, 287.33, Right
1555, 270135, 263.80, Left
1555, 273019, 266.62, Right
1558, 261035, 254.91, Left
1558, 278544, 272.01, Right
1561, 278734, 272.20, Left
1561, 283413, 276.77, Right
1564, 309342, 302.09, Left
1564, 321976, 314.42, Right
1568, 323549, 315.96, Left
1568, 335996, 328.12, Right
1573, 334104, 326.27, Left
1573, 344672, 336.59, Right
1577, 256667, 250.65, Left
1577, 276459, 269.97, Right
1581, 294090, 287.19, Left
1581, 304811, 297.66, Right
1586, 309832, 302.57, Left
1586, 321749, 314.20, Right
1590, 220911, 215.73, Left
1590, 226586, 221.27, Right
1593, 207877, 203.00, Left
1593, 225384, 220.10, Right
1596, 243593, 237.88, Left
1596, 253148, 247.21, Right
1600, 281283, 274.69, Left
1600, 296049, 289.11, Right
1603, 272986, 266.58, Left
1603, 274539, 268.10, Right
1607, 300995, 293.94, Left
1607, 302588, 295.49, Right
1612, 306769, 299.57, Left
1612, 313422, 306.07, Right
14, 293853, 286.96, Left
14, 324758, 317.14, Right
19, 286218, 279.50, Left
19, 329787, 322.05, Right
24, 291377, 284.54, Left
24, 326196, 318.55, Right
30, 282321, 275.70, Left
30, 317415, 309.97, Right
34, 276328, 269.85, Left
34, 309166, 301.91, Right
39, 271428, 265.06, Left
39, 306813, 299.62, Right
44, 267544, 261.27, Left
44, 307692, 300.48, Right
47, 269091, 262.78, Left
47, 311025, 303.73, Right
51, 274362, 267.93, Left
51, 315302, 307.91, Right
56, 272972, 266.57, Left
56, 310651, 303.37, Right
60, 267354, 261.08, Left
60, 302211, 295.12, Right
64, 277127, 270.63, Left
64, 310593, 303.31, Right
65, 275978, 269.50, Left
65, 312639, 305.31, Right
66, 265633, 259.40, Left
66, 304223, 297.09, Right
69, 264538, 258.33, Left
69, 295487, 288.56, Right
72, 255330, 249.34, Left
72, 291659, 284.82, Right
76, 272667, 266.27, Left
76, 310369, 303.09, Right
80, 266070, 259.83, Left
80, 298681, 291.68, Right
84, 257865, 251.82, Left
84, 295219, 288.29, Right
88, 264139, 257.94, Left
88, 305248, 298.09, Right
92, 265409, 259.18, Left
92, 301957, 294.87, Right
95, 267630, 261.35, Left
95, 303441, 296.32, Right
98, 254511, 248.54, Left
98, 276531, 270.04, Right
101, 250523, 244.65, Left
101, 283399, 276.75, Right
105, 263203, 257.03, Left
105, 302711, 295.61, Right
108, 269741, 263.41, Left
108, 305437, 298.27, Right
110, 261306, 255.18, Left
110, 289447, 282.66, Right
111, 250077, 244.21, Left
111, 283002, 276.36, Right
112, 240894, 235.24, Left
112, 266146, 259.90, Right
115, 244554, 238.82, Left
115, 272258, 265.87, Right
117, 239698, 234.08, Left
117, 271274, 264.91, Right
120, 259464, 253.38, Left
120, 289484, 282.69, Right
121, 270790, 264.44, Left
121, 301306, 294.24, Right
122, 267559, 261.28, Left
122, 293266, 286.39, Right
123, 254856, 248.88, Left
123, 278877, 272.34, Right
124, 243362, 237.65, Left
124, 267867, 261.58, Right
125, 253576, 247.63, Left
125, 262378, 256.22, Right
126, 234002, 228.51, Left
126, 253913, 247.96, Right
127, 238991, 233.38, Left
127, 262388, 256.23, Right
128, 241865, 236.19, Left
128, 272013, 265.63, Right
129, 241321, 235.66, Left
129, 270880, 264.53, Right
130, 243306, 237.60, Left
130, 275416, 268.96, Right
131, 240986, 235.33, Left
131, 274555, 268.12, Right
132, 249732, 243.87, Left
132, 278901, 272.36, Right
133, 263837, 257.65, Left
133, 296783, 289.82, Right
134, 260138, 254.04, Left
134, 292608, 285.75, Right
135, 250488, 244.61, Left
135, 280048, 273.48, Right
136, 246255, 240.48, Left
136, 270780, 264.43, Right
137, 237053, 231.49, Left
137, 257011, 250.98, Right
138, 254230, 248.27, Left
138, 278633, 272.10, Right
139, 250532, 244.66, Left
139, 277525, 271.02, Right
140, 249337, 243.49, Left
140, 275892, 269.42, Right
142, 260372, 254.26, Left
142, 288581, 281.81, Right
143, 258879, 252.81, Left
143, 291061, 284.23, Right
144, 249644, 243.79, Left
144, 278198, 271.67, Right
145, 240976, 235.32, Left
145, 265155, 258.94, Right
146, 242455, 236.77, Left
146, 266569, 260.32, Right
148, 238635, 233.04, Left
148, 275860, 269.39, Right
150, 236841, 231.29, Left
150, 272722, 266.33, Right
151, 238247, 232.66, Left
151, 269335, 263.02, Right
152, 220761, 215.58, Left
152, 240195, 234.56, Right
153, 226771, 221.45, Left
153, 234924, 229.41, Right
154, 225991, 220.69, Left
154, 235997, 230.46, Right
155, 216265, 211.19, Left
155, 228347, 222.99, Right
156, 239004, 233.40, Left
156, 251784, 245.88, Right
158, 231903, 226.46, Left
158, 253369, 247.43, Right
160, 240018, 234.39, Left
160, 257469, 251.43, Right
161, 250599, 244.72, Left
161, 265845, 259.61, Right
162, 227664, 222.32, Left
162, 242219, 236.54, Right
163, 222960, 217.73, Left
163, 228063, 222.71, Right
167, 240915, 235.26, Left
167, 245723, 239.96, Right
169, 257196, 251.16, Left
169, 256807, 250.78, Right
170, 256917, 250.89, Left
170, 259150, 253.07, Right
171, 236410, 230.86, Left
171, 242094, 236.41, Right
175, 277655, 271.14, Left
175, 302203, 295.12, Right
179, 274478, 268.04, Left
179, 299065, 292.05, Right
182, 246931, 241.14, Left
182, 262062, 255.91, Right
183, 257895, 251.85, Left
183, 272974, 266.57, Right
184, 225535, 220.24, Left
184, 240553, 234.91, Right
185, 212378, 207.40, Left
185, 222698, 217.47, Right
186, 221370, 216.18, Left
186, 231695, 226.26, Right
187, 285366, 278.67, Left
187, 301966, 294.88, Right
188, 252375, 246.45, Left
188, 263590, 257.41, Right
189, 211405, 206.45, Left
189, 219446, 214.30, Right
190, 223533, 218.29, Left
190, 233221, 227.75, Right
191, 245296, 239.54, Left
191, 257877, 251.83, Right
192, 231539, 226.11, Left
192, 236333, 230.79, Right
193, 244770, 239.03, Left
193, 252243, 246.33, Right
194, 222358, 217.14, Left
194, 226973, 221.65, Right
195, 199254, 194.58, Left
195, 208554, 203.66, Right
196, 209172, 204.26, Left
196, 208828, 203.93, Right
197, 220848, 215.67, Left
197, 229350, 223.97, Right
198, 225575, 220.28, Left
198, 229238, 223.86, Right
199, 209126, 204.22, Left
199, 214510, 209.48, Right
200, 206537, 201.69, Left
200, 205241, 200.43, Right
201, 207331, 202.47, Left
201, 209625, 204.71, Right
202, 224108, 218.85, Left
202, 228775, 223.41, Right
203, 238216, 232.63, Left
203, 241631, 235.96, Right
204, 242795, 237.10, Left
204, 236084, 230.55, Right
205, 237681, 232.11, Left
205, 252577, 246.65, Right
208, 297532, 290.55, Left
208, 304621, 297.48, Right
211, 265114, 258.90, Left
211, 275771, 269.30, Right
212, 276687, 270.20, Left
212, 283483, 276.83, Right
213, 253511, 247.56, Left
213, 257729, 251.68, Right
214, 248616, 242.78, Left
214, 252951, 247.02, Right
215, 221307, 216.12, Left
215, 227464, 222.13, Right
216, 247688, 241.88, Left
216, 245365, 239.61, Right
217, 243841, 238.12, Left
217, 270520, 264.17, Right
220, 312896, 305.56, Left
220, 335958, 328.08, Right
221, 280604, 274.02, Left
221, 297433, 290.46, Right
222, 293476, 286.59, Left
222, 318637, 311.16, Right
223, 284383, 277.71, Left
223, 314502, 307.13, Right
224, 286017, 279.31, Left
224, 309394, 302.14, Right
225, 272981, 266.58, Left
225, 289872, 283.07, Right
226, 299986, 292.95, Left
226, 331889, 324.11, Right
227, 281816, 275.21, Left
227, 309404, 302.15, Right
228, 303027, 295.92, Left
228, 317116, 309.68, Right
232, 371580, 362.87, Left
232, 395970, 386.68, Right
234, 361073, 352.61, Left
234, 387299, 378.22, Right
235, 346273, 338.15, Left
235, 353383, 345.10, Right
236, 320592, 313.07, Left
236, 326724, 319.06, Right
237, 275297, 268.84, Left
237, 281440, 274.84, Right
240, 262510, 256.35, Left
240, 273988, 267.56, Right
243, 260863, 254.74, Left
243, 257612, 251.57, Right
246, 267835, 261.55, Left
246, 274707, 268.26, Right
249, 285977, 279.27, Left
249, 298697, 291.69, Right
252, 271517, 265.15, Left
252, 289519, 282.73, Right
255, 278059, 271.54, Left
255, 286982, 280.25, Right
258, 299551, 292.53, Left
258, 308410, 301.18, Right
261, 339341, 331.38, Left
261, 406266, 396.74, Right
264, 335877, 328.00, Left
264, 359559, 351.13, Right
267, 359678, 351.24, Left
267, 374312, 365.53, Right
268, 335210, 327.35, Left
268, 347329, 339.18, Right
271, 285565, 278.87, Left
271, 292670, 285.81, Right
274, 277441, 270.93, Left
274, 306051, 298.87, Right
278, 316344, 308.92, Left
278, 333854, 326.02, Right
282, 313133, 305.79, Left
282, 347846, 339.69, Right
286, 282224, 275.60, Left
286, 304270, 297.13, Right
290, 319757, 312.26, Left
290, 329877, 322.14, Right
294, 288969, 282.19, Left
294, 301336, 294.27, Right
298, 308680, 301.44, Left
298, 321323, 313.79, Right
303, 271865, 265.49, Left
303, 263150, 256.98, Right
308, 208918, 204.02, Left
308, 212386, 207.40, Right
314, 213210, 208.21, Left
314, 212093, 207.12, Right
320, 195199, 190.62, Left
320, 200576, 195.87, Right
325, 336372, 328.48, Left
325, 334235, 326.40, Right
330, 360596, 352.14, Left
330, 369059, 360.40, Right
334, 333547, 325.72, Left
334, 332863, 325.06, Right
338, 366797, 358.20, Left
338, 373570, 364.81, Right
342, 384369, 375.36, Left
342, 410432, 400.81, Right
346, 296030, 289.09, Left
346, 291950, 285.10, Right
350, 284184, 277.52, Left
350, 292432, 285.57, Right
354, 358378, 349.97, Left
354, 357425, 349.04, Right
357, 336183, 328.30, Left
357, 337662, 329.74, Right
361, 312496, 305.17, Left
361, 313928, 306.57, Right
365, 311657, 304.35, Left
365, 317183, 309.74, Right
369, 325146, 317.52, Left
369, 321002, 313.47, Right
372, 296780, 289.82, Left
372, 328264, 320.57, Right
375, 276167, 269.69, Left
375, 271454, 265.09, Right
378, 268778, 262.47, Left
378, 276889, 270.39, Right
381, 241195, 235.54, Left
381, 251295, 245.40, Right
382, 261583, 255.45, Left
382, 273257, 266.85, Right
383, 228335, 222.98, Left
383, 244706, 238.97, Right
384, 236568, 231.02, Left
384, 233742, 228.26, Right
385, 238498, 232.90, Left
385, 233180, 227.71, Right
386, 231611, 226.18, Left
386, 233992, 228.50, Right
387, 249905, 244.04, Left
387, 241361, 235.70, Right
388, 251504, 245.60, Left
388, 246581, 240.80, Right
389, 249296, 243.45, Left
389, 253783, 247.83, Right
390, 263734, 257.55, Left
390, 253297, 247.36, Right
391, 268359, 262.06, Left
391, 257257, 251.22, Right
392, 256680, 250.66, Left
392, 267443, 261.17, Right
393, 276200, 269.72, Left
393, 277770, 271.25, Right
394, 281295, 274.70, Left
394, 282964, 276.33, Right
395, 271176, 264.82, Left
395, 273631, 267.21, Right
396, 281311, 274.71, Left
396, 286302, 279.59, Right
397, 262294, 256.14, Left
397, 261855, 255.71, Right
398, 243410, 237.70, Left
398, 262682, 256.52, Right
399, 255236, 249.25, Left
399, 251222, 245.33, Right
400, 248447, 242.62, Left
400, 263962, 257.77, Right
401, 261056, 254.93, Left
401, 273939, 267.51, Right
402, 254618, 248.65, Left
402, 265090, 258.87, Right
405, 296934, 289.97, Left
405, 316795, 309.37, Right
406, 298939, 291.93, Left
406, 319476, 311.98, Right
410, 281814, 275.20, Left
410, 309651, 302.39, Right
413, 295853, 288.91, Left
413, 326049, 318.40, Right
415, 279430, 272.88, Left
415, 297775, 290.79, Right
416, 287882, 281.13, Left
416, 312478, 305.15, Right
418, 283092, 276.45, Left
418, 307026, 299.83, Right
419, 294409, 287.50, Left
419, 320991, 313.46, Right
422, 297703, 290.72, Left
422, 321999, 314.45, Right
424, 289083, 282.30, Left
424, 317007, 309.57, Right
425, 278664, 272.13, Left
425, 301507, 294.44, Right
426, 266979, 260.72, Left
426, 282723, 276.09, Right
428, 290166, 283.36, Left
428, 315506, 308.11, Right
429, 299143, 292.13, Left
429, 314267, 306.90, Right
432, 286680, 279.96, Left
432, 313299, 305.95, Right
434, 286899, 280.17, Left
434, 317159, 309.72, Right
437, 295811, 288.87, Left
437, 323007, 315.43, Right
441, 293879, 286.99, Left
441, 325705, 318.07, Right
442, 277722, 271.21, Left
442, 311388, 304.08, Right
445, 296174, 289.23, Left
445, 324838, 317.22, Right
446, 282945, 276.31, Left
446, 306395, 299.21, Right
447, 273038, 266.63, Left
447, 287682, 280.93, Right
448, 248142, 242.32, Left
448, 260045, 253.95, Right
449, 241285, 235.62, Left
449, 264399, 258.20, Right
450, 236037, 230.50, Left
450, 255481, 249.49, Right
451, 236086, 230.55, Left
451, 248904, 243.07, Right
452, 251074, 245.18, Left
452, 268055, 261.77, Right
453, 235693, 230.16, Left
453, 253267, 247.33, Right
456, 277212, 270.71, Left
456, 307527, 300.31, Right
457, 270157, 263.82, Left
457, 279963, 273.40, Right
458, 244041, 238.32, Left
458, 261251, 255.12, Right
459, 246621, 240.84, Left
459, 258553, 252.49, Right
460, 254064, 248.10, Left
460, 258633, 252.57, Right
461, 251910, 246.00, Left
461, 268452, 262.16, Right
462, 258784, 252.71, Left
462, 266683, 260.43, Right
463, 247262, 241.46, Left
463, 251492, 245.59, Right
464, 247028, 241.23, Left
464, 252392, 246.47, Right
465, 241651, 235.98, Left
465, 247356, 241.55, Right
466, 236983, 231.42, Left
466, 233623, 228.14, Right
467, 231771, 226.33, Left
467, 230074, 224.68, Right
468, 224406, 219.14, Left
468, 227018, 221.69, Right
469, 224705, 219.43, Left
469, 229664, 224.28, Right
470, 220830, 215.65, Left
470, 227481, 222.14, Right
471, 218730, 213.60, Left
471, 225937, 220.64, Right
472, 224791, 219.52, Left
472, 233040, 227.57, Right
475, 246650, 240.86, Left
475, 259623, 253.53, Right
477, 237397, 231.83, Left
477, 248537, 242.71, Right
480, 240413, 234.77, Left
480, 247308, 241.51, Right
481, 238997, 233.39, Left
481, 256709, 250.69, Right
482, 233983, 228.49, Left
482, 240171, 234.54, Right
483, 236907, 231.35, Left
483, 245807, 240.04, Right
484, 237695, 232.12, Left
484, 259214, 253.13, Right
485, 253513, 247.57, Left
485, 258349, 252.29, Right
486, 253442, 247.50, Left
486, 270498, 264.15, Right
487, 257156, 251.12, Left
487, 274281, 267.85, Right
488, 244024, 238.30, Left
488, 254675, 248.70, Right
491, 242656, 236.96, Left
491, 253018, 247.08, Right
493, 239681, 234.06, Left
493, 245536, 239.78, Right
496, 256518, 250.50, Left
496, 252142, 246.23, Right
499, 308492, 301.26, Left
499, 322419, 314.86, Right
502, 311906, 304.59, Left
502, 314292, 306.92, Right
503, 277428, 270.92, Left
503, 287890, 281.14, Right
505, 276044, 269.57, Left
505, 282322, 275.70, Right
507, 260467, 254.36, Left
507, 265880, 259.64, Right
508, 269759, 263.43, Left
508, 279604, 273.05, Right
511, 267421, 261.15, Left
511, 305833, 298.66, Right
512, 283272, 276.63, Left
512, 306402, 299.22, Right
513, 282703, 276.07, Left
513, 299475, 292.45, Right
515, 302754, 295.65, Left
515, 319350, 311.86, Right
518, 290992, 284.17, Left
518, 308045, 300.82, Right
521, 301607, 294.53, Left
521, 313654, 306.30, Right
524, 309635, 302.37, Left
524, 326408, 318.75, Right
526, 326654, 318.99, Left
526, 344429, 336.35, Right
527, 299028, 292.01, Left
527, 319398, 311.91, Right
528, 264565, 258.36, Left
528, 275663, 269.20, Right
531, 245221, 239.47, Left
531, 258923, 252.85, Right
534, 235518, 229.99, Left
534, 248434, 242.61, Right
537, 241147, 235.49, Left
537, 254313, 248.35, Right
540, 247207, 241.41, Left
540, 270784, 264.43, Right
544, 270856, 264.50, Left
544, 291418, 284.58, Right
547, 291602, 284.76, Left
547, 305160, 298.00, Right
551, 340673, 332.68, Left
551, 356418, 348.06, Right
554, 350988, 342.76, Left
554, 366016, 357.43, Right
558, 347381, 339.23, Left
558, 357964, 349.57, Right
562, 325662, 318.02, Left
562, 321599, 314.06, Right
565, 266410, 260.16, Left
565, 272969, 266.57, Right
569, 307132, 299.93, Left
569, 312449, 305.12, Right
572, 263640, 257.46, Left
572, 271057, 264.70, Right
575, 328674, 320.97, Left
575, 346524, 338.40, Right
579, 319814, 312.31, Left
579, 324634, 317.02, Right
583, 344145, 336.07, Left
583, 348832, 340.65, Right
587, 314727, 307.35, Left
587, 331106, 323.34, Right
591, 275686, 269.22, Left
591, 289341, 282.55, Right
595, 307892, 300.67, Left
595, 321360, 313.82, Right
599, 346414, 338.29, Left
599, 364822, 356.27, Right
604, 366739, 358.14, Left
604, 383088, 374.10, Right
609, 354992, 346.67, Left
609, 374037, 365.27, Right
613, 319442, 311.95, Left
613, 328678, 320.97, Right
617, 291417, 284.58, Left
617, 297434, 290.46, Right
621, 280757, 274.17, Left
621, 284426, 277.75, Right
625, 269105, 262.79, Left
625, 276562, 270.08, Right
629, 242990, 237.29, Left
629, 251982, 246.07, Right
633, 309041, 301.79, Left
633, 320340, 312.83, Right
637, 330727, 322.97, Left
637, 346705, 338.57, Right
641, 352486, 344.22, Left
641, 378525, 369.65, Right
645, 354146, 345.84, Left
645, 378928, 370.04, Right
649, 347753, 339.60, Left
649, 365862, 357.28, Right
653, 268641, 262.34, Left
653, 281756, 275.15, Right
656, 274551, 268.11, Left
656, 281692, 275.08, Right
659, 293706, 286.82, Left
659, 311180, 303.88, Right
663, 340735, 332.74, Left
663, 376009, 367.19, Right
666, 305244, 298.08, Left
666, 323201, 315.62, Right
669, 294640, 287.73, Left
669, 329645, 321.91, Right
672, 299674, 292.65, Left
672, 318292, 310.83, Right
676, 353762, 345.47, Left
676, 383107, 374.12, Right
680, 322075, 314.52, Left
680, 327882, 320.19, Right
683, 266320, 260.07, Left
683, 264228, 258.03, Right
686, 274063, 267.63, Left
686, 292669, 285.80, Right
689, 300874, 293.82, Left
689, 321829, 314.28, Right
692, 247498, 241.69, Left
692, 251634, 245.73, Right
695, 275865, 269.39, Left
695, 279099, 272.55, Right
698, 258272, 252.21, Left
698, 265808, 259.57, Right
699, 266910, 260.65, Left
699, 273811, 267.39, Right
700, 248178, 242.36, Left
700, 248620, 242.79, Right
701, 248880, 243.04, Left
701, 254475, 248.51, Right
704, 290485, 283.67, Left
704, 293165, 286.29, Right
705, 286576, 279.85, Left
705, 299728, 292.70, Right
706, 271806, 265.43, Left
706, 270242, 263.90, Right
708, 273945, 267.52, Left
708, 284799, 278.12, Right
709, 272003, 265.62, Left
709, 277015, 270.52, Right
710, 274384, 267.95, Left
710, 283674, 277.02, Right
711, 253585, 247.64, Left
711, 276277, 269.80, Right
712, 275758, 269.29, Left
712, 283105, 276.46, Right
715, 321931, 314.38, Left
715, 338962, 331.01, Right
717, 320302, 312.79, Left
717, 346576, 338.45, Right
720, 317023, 309.59, Left
720, 349580, 341.38, Right
721, 321918, 314.37, Left
721, 347999, 339.84, Right
722, 278500, 271.97, Left
722, 301482, 294.41, Right
723, 285477, 278.78, Left
723, 290008, 283.21, Right
727, 330264, 322.52, Left
727, 351272, 343.03, Right
731, 331710, 323.93, Left
731, 353599, 345.31, Right
732, 319211, 311.72, Left
