Frame Number, File Size (bytes), File Size (kB)
707, 254122, 248.16, Left
707, 269914, 263.58, Right
708, 273945, 267.52, Left
708, 284799, 278.12, Right
709, 272003, 265.62, Left
709, 277015, 270.52, Right
710, 274384, 267.95, Left
710, 283674, 277.02, Right
711, 253585, 247.64, Left
711, 276277, 269.80, Right
712, 275758, 269.29, Left
712, 283105, 276.46, Right
713, 282558, 275.93, Left
713, 287722, 280.97, Right
714, 299875, 292.84, Left
714, 317777, 310.32, Right
715, 321931, 314.38, Left
715, 338962, 331.01, Right
717, 320302, 312.79, Left
717, 346576, 338.45, Right
718, 328618, 320.91, Left
718, 342561, 334.53, Right
720, 317023, 309.59, Left
720, 349580, 341.38, Right
721, 321918, 314.37, Left
721, 347999, 339.84, Right
722, 278500, 271.97, Left
722, 301482, 294.41, Right
723, 285477, 278.78, Left
723, 290008, 283.21, Right
725, 314939, 307.55, Left
725, 347113, 338.97, Right
727, 330264, 322.52, Left
727, 351272, 343.03, Right
730, 330368, 322.62, Left
730, 354452, 346.14, Right
731, 331710, 323.93, Left
731, 353599, 345.31, Right
732, 319211, 311.72, Left
732, 337964, 330.04, Right
733, 287044, 280.31, Left
733, 307720, 300.50, Right
734, 248970, 243.13, Left
734, 272176, 265.79, Right
735, 246267, 240.49, Left
735, 255004, 249.02, Right
736, 251410, 245.51, Left
736, 270894, 264.54, Right
737, 236274, 230.73, Left
737, 264768, 258.56, Right
738, 233320, 227.85, Left
738, 247258, 241.46, Right
739, 246613, 240.83, Left
739, 265599, 259.37, Right
740, 228993, 223.62, Left
740, 242438, 236.75, Right
741, 227032, 221.71, Left
741, 229970, 224.58, Right
742, 202828, 198.07, Left
742, 221795, 216.59, Right
743, 201814, 197.08, Left
743, 221254, 216.06, Right
744, 212017, 207.04, Left
744, 217631, 212.53, Right
745, 207772, 202.90, Left
745, 220838, 215.66, Right
746, 213474, 208.47, Left
746, 223875, 218.62, Right
747, 228732, 223.37, Left
747, 225107, 219.83, Right
748, 222508, 217.29, Left
748, 222921, 217.69, Right
749, 218505, 213.38, Left
749, 228428, 223.07, Right
750, 229154, 223.78, Left
750, 227912, 222.57, Right
751, 241479, 235.81, Left
751, 234966, 229.45, Right
752, 241059, 235.40, Left
752, 251797, 245.89, Right
753, 259578, 253.49, Left
753, 263986, 257.79, Right
754, 265386, 259.16, Left
754, 271271, 264.91, Right
755, 258902, 252.83, Left
755, 270682, 264.33, Right
756, 258969, 252.89, Left
756, 268250, 261.96, Right
757, 243460, 237.75, Left
757, 262022, 255.88, Right
758, 245227, 239.47, Left
758, 249499, 243.65, Right
759, 239221, 233.61, Left
759, 250361, 244.49, Right
760, 239627, 234.01, Left
760, 258166, 252.11, Right
761, 237016, 231.46, Left
761, 268701, 262.40, Right
762, 230191, 224.79, Left
762, 252878, 246.95, Right
763, 218505, 213.38, Left
763, 231113, 225.69, Right
764, 232315, 226.87, Left
764, 230402, 225.00, Right
765, 245695, 239.93, Left
765, 243398, 237.69, Right
766, 243379, 237.67, Left
766, 246804, 241.01, Right
767, 244690, 238.95, Left
767, 237959, 232.38, Right
768, 246582, 240.80, Left
768, 245982, 240.21, Right
769, 247199, 241.40, Left
769, 250431, 244.56, Right
770, 247821, 242.01, Left
770, 250637, 244.76, Right
771, 241347, 235.69, Left
771, 243514, 237.80, Right
772, 244222, 238.49, Left
772, 250432, 244.56, Right
773, 228423, 223.06, Left
773, 237626, 232.05, Right
774, 223778, 218.53, Left
774, 228923, 223.55, Right
775, 224329, 219.07, Left
775, 234421, 228.92, Right
776, 226918, 221.59, Left
776, 235177, 229.66, Right
777, 234234, 228.74, Left
777, 237919, 232.34, Right
778, 241391, 235.73, Left
778, 249480, 243.63, Right
779, 240166, 234.53, Left
779, 253354, 247.41, Right
780, 246671, 240.88, Left
780, 264870, 258.66, Right
781, 250841, 244.96, Left
781, 254290, 248.33, Right
782, 241306, 235.65, Left
782, 260233, 254.13, Right
783, 245482, 239.72, Left
783, 261899, 255.76, Right
784, 257766, 251.72, Left
784, 254085, 248.12, Right
785, 250233, 244.36, Left
785, 266582, 260.33, Right
786, 254601, 248.63, Left
786, 265133, 258.91, Right
787, 254797, 248.82, Left
787, 253251, 247.31, Right
788, 252473, 246.55, Left
788, 250527, 244.65, Right
789, 240961, 235.31, Left
789, 239231, 233.62, Right
790, 232631, 227.17, Left
790, 229524, 224.14, Right
791, 222054, 216.84, Left
791, 218933, 213.80, Right
792, 230924, 225.51, Left
792, 224905, 219.63, Right
793, 229836, 224.44, Left
793, 232735, 227.28, Right
794, 255525, 249.53, Left
794, 236182, 230.64, Right
795, 249322, 243.47, Left
795, 256934, 250.91, Right
796, 273047, 266.64, Left
796, 279439, 272.88, Right
797, 283407, 276.76, Left
797, 284814, 278.13, Right
798, 267392, 261.12, Left
798, 271727, 265.35, Right
799, 274727, 268.28, Left
799, 281276, 274.68, Right
800, 268780, 262.48, Left
800, 273719, 267.30, Right
801, 266940, 260.68, Left
801, 274731, 268.29, Right
802, 262425, 256.27, Left
802, 283363, 276.72, Right
803, 267876, 261.59, Left
803, 271064, 264.71, Right
804, 271979, 265.60, Left
804, 281811, 275.20, Right
805, 271608, 265.24, Left
805, 288360, 281.60, Right
806, 264046, 257.85, Left
806, 273365, 266.95, Right
807, 270297, 263.96, Left
807, 281899, 275.29, Right
808, 270793, 264.44, Left
808, 286293, 279.58, Right
809, 273327, 266.92, Left
809, 283878, 277.22, Right
810, 258316, 252.26, Left
810, 262342, 256.19, Right
811, 257422, 251.38, Left
811, 265577, 259.35, Right
812, 250757, 244.87, Left
812, 272944, 266.54, Right
813, 264580, 258.37, Left
813, 265735, 259.50, Right
814, 260169, 254.07, Left
814, 273830, 267.41, Right
815, 268314, 262.02, Left
815, 283953, 277.29, Right
816, 266882, 260.62, Left
816, 273475, 267.06, Right
817, 283320, 276.67, Left
817, 294709, 287.80, Right
818, 295066, 288.15, Left
818, 313539, 306.19, Right
819, 266702, 260.45, Left
819, 280809, 274.22, Right
820, 274584, 268.14, Left
820, 290880, 284.06, Right
821, 285603, 278.90, Left
821, 307423, 300.21, Right
822, 283361, 276.71, Left
822, 290781, 283.96, Right
823, 279683, 273.12, Left
823, 302599, 295.50, Right
824, 281240, 274.64, Left
824, 308311, 301.08, Right
825, 283285, 276.64, Left
825, 294203, 287.30, Right
826, 285723, 279.02, Left
826, 300235, 293.19, Right
827, 258822, 252.75, Left
827, 287544, 280.80, Right
828, 271115, 264.76, Left
828, 269353, 263.04, Right
829, 263324, 257.15, Left
829, 282979, 276.34, Right
830, 275831, 269.36, Left
830, 288494, 281.73, Right
831, 287786, 281.04, Left
831, 301356, 294.29, Right
832, 281151, 274.56, Left
832, 276659, 270.17, Right
833, 262072, 255.92, Left
833, 280965, 274.37, Right
834, 264474, 258.27, Left
834, 263360, 257.18, Right
835, 267087, 260.82, Left
835, 279590, 273.03, Right
836, 252027, 246.12, Left
836, 262483, 256.33, Right
837, 260529, 254.42, Left
837, 271654, 265.28, Right
838, 256601, 250.58, Left
838, 280916, 274.33, Right
839, 267202, 260.93, Left
839, 267994, 261.71, Right
840, 259672, 253.58, Left
840, 292300, 285.44, Right
841, 288398, 281.63, Left
841, 293136, 286.26, Right
842, 286493, 279.77, Left
842, 307709, 300.49, Right
843, 299596, 292.57, Left
843, 311773, 304.46, Right
844, 316405, 308.98, Left
844, 326937, 319.27, Right
845, 313244, 305.90, Left
845, 330656, 322.90, Right
846, 293796, 286.91, Left
846, 307111, 299.91, Right
847, 296776, 289.82, Left
847, 318798, 311.32, Right
848, 275131, 268.68, Left
848, 303456, 296.34, Right
849, 280143, 273.57, Left
849, 293854, 286.96, Right
851, 328052, 320.36, Left
851, 350897, 342.67, Right
852, 330275, 322.53, Left
852, 357976, 349.58, Right
853, 325693, 318.05, Left
853, 334268, 326.43, Right
854, 291976, 285.13, Left
854, 316391, 308.97, Right
858, 346253, 338.13, Left
858, 362112, 353.62, Right
862, 317163, 309.72, Left
862, 340592, 332.60, Right
866, 353909, 345.61, Left
866, 372141, 363.41, Right
868, 361342, 352.87, Left
868, 379835, 370.93, Right
870, 359755, 351.32, Left
870, 379049, 370.16, Right
871, 342268, 334.24, Left
871, 359358, 350.93, Right
872, 341894, 333.88, Left
872, 358866, 350.45, Right
873, 292454, 285.59, Left
873, 306220, 299.04, Right
874, 286564, 279.84, Left
874, 302965, 295.86, Right
875, 285490, 278.79, Left
875, 283440, 276.79, Right
876, 279596, 273.04, Left
876, 288435, 281.67, Right
877, 266609, 260.36, Left
877, 271274, 264.91, Right
878, 265004, 258.79, Left
878, 276101, 269.62, Right
879, 258338, 252.28, Left
879, 270414, 264.07, Right
880, 263659, 257.47, Left
880, 274718, 268.27, Right
881, 252957, 247.02, Left
881, 261870, 255.73, Right
882, 272657, 266.26, Left
882, 284039, 277.38, Right
883, 274539, 268.10, Left
883, 285544, 278.85, Right
884, 275356, 268.90, Left
884, 285097, 278.41, Right
886, 284338, 277.67, Left
886, 309519, 302.26, Right
887, 302455, 295.36, Left
887, 308071, 300.85, Right
888, 274907, 268.46, Left
888, 291055, 284.23, Right
892, 298107, 291.12, Left
892, 313636, 306.28, Right
897, 341833, 333.82, Left
897, 356437, 348.08, Right
901, 277853, 271.34, Left
901, 283234, 276.59, Right
906, 333516, 325.69, Left
906, 351257, 343.02, Right
911, 322557, 314.99, Left
911, 327869, 320.18, Right
915, 287824, 281.07, Left
915, 293881, 286.99, Right
919, 217691, 212.58, Left
919, 223176, 217.94, Right
923, 284795, 278.12, Left
923, 292713, 285.85, Right
929, 307932, 300.71, Left
929, 316356, 308.94, Right
934, 288127, 281.37, Left
934, 285868, 279.16, Right
939, 286842, 280.11, Left
939, 293162, 286.29, Right
944, 305898, 298.72, Left
944, 319381, 311.89, Right
949, 313355, 306.01, Left
949, 317818, 310.36, Right
954, 322986, 315.41, Left
954, 337253, 329.34, Right
958, 354552, 346.24, Left
958, 359295, 350.87, Right
962, 351039, 342.81, Left
962, 346822, 338.69, Right
963, 323065, 315.49, Left
963, 333496, 325.67, Right
966, 262707, 256.54, Left
966, 290279, 283.47, Right
967, 329586, 321.86, Left
967, 340807, 332.81, Right
971, 376478, 367.65, Left
971, 390248, 381.10, Right
973, 386901, 377.83, Left
973, 419050, 409.22, Right
975, 379534, 370.63, Left
975, 408455, 398.88, Right
976, 368829, 360.18, Left
976, 390547, 381.39, Right
978, 358025, 349.63, Left
978, 372038, 363.31, Right
982, 374733, 365.95, Left
982, 399614, 390.24, Right
983, 375526, 366.72, Left
983, 396793, 387.49, Right
984, 369872, 361.20, Left
984, 390790, 381.63, Right
986, 373743, 364.98, Left
986, 385208, 376.17, Right
987, 356671, 348.31, Left
987, 378180, 369.31, Right
988, 322696, 315.13, Left
988, 335992, 328.11, Right
989, 291909, 285.06, Left
989, 306924, 299.73, Right
990, 252504, 246.58, Left
990, 258314, 252.25, Right
991, 262459, 256.30, Left
991, 268987, 262.68, Right
992, 249384, 243.53, Left
992, 257179, 251.15, Right
993, 248270, 242.45, Left
993, 257039, 251.01, Right
994, 260336, 254.23, Left
994, 269742, 263.41, Right
995, 266045, 259.80, Left
995, 271820, 265.44, Right
996, 263320, 257.14, Left
996, 271045, 264.69, Right
997, 261106, 254.98, Left
997, 269665, 263.34, Right
998, 267309, 261.04, Left
998, 274223, 267.79, Right
999, 250799, 244.92, Left
999, 264004, 257.81, Right
1000, 232967, 227.50, Left
1000, 241546, 235.88, Right
1001, 238218, 232.63, Left
1001, 234213, 228.72, Right
1002, 235679, 230.15, Left
1002, 243148, 237.44, Right
1003, 243049, 237.35, Left
1003, 243581, 237.87, Right
1004, 251558, 245.66, Left
1004, 256273, 250.26, Right
1005, 250789, 244.91, Left
1005, 261463, 255.33, Right
1006, 246470, 240.69, Left
1006, 268207, 261.92, Right
1007, 253811, 247.86, Left
1007, 255568, 249.57, Right
1008, 250971, 245.08, Left
1008, 266629, 260.37, Right
1009, 245702, 239.94, Left
1009, 256494, 250.48, Right
1010, 273619, 267.20, Left
1010, 284737, 278.06, Right
1011, 265164, 258.94, Left
1011, 295976, 289.03, Right
1012, 259257, 253.18, Left
1012, 280589, 274.01, Right
1013, 248702, 242.87, Left
1013, 270186, 263.85, Right
1014, 259224, 253.14, Left
1014, 269814, 263.49, Right
1015, 253413, 247.47, Left
1015, 257677, 251.63, Right
1016, 245355, 239.60, Left
1016, 243121, 237.42, Right
1017, 241847, 236.17, Left
1017, 255865, 249.86, Right
1018, 258663, 252.60, Left
1018, 264063, 257.87, Right
1019, 270612, 264.26, Left
1019, 280346, 273.77, Right
1020, 278812, 272.27, Left
1020, 286504, 279.78, Right
1021, 295722, 288.79, Left
1021, 304805, 297.66, Right
1022, 273288, 266.88, Left
1022, 272575, 266.18, Right
1023, 263391, 257.21, Left
1023, 278222, 271.70, Right
1024, 245163, 239.41, Left
1024, 253931, 247.97, Right
1025, 241943, 236.27, Left
1025, 244523, 238.79, Right
1026, 233443, 227.97, Left
1026, 243559, 237.85, Right
1031, 288909, 282.13, Left
1031, 297584, 290.60, Right
1034, 287231, 280.49, Left
1034, 300317, 293.27, Right
1035, 276837, 270.34, Left
1035, 294127, 287.23, Right
1036, 250326, 244.45, Left
1036, 260598, 254.49, Right
1037, 243122, 237.42, Left
1037, 258752, 252.68, Right
1038, 237275, 231.71, Left
1038, 248808, 242.97, Right
1039, 221695, 216.49, Left
1039, 232217, 226.77, Right
1040, 231815, 226.38, Left
1040, 233358, 227.88, Right
1041, 245994, 240.22, Left
1041, 237328, 231.76, Right
1043, 266108, 259.87, Left
1043, 279823, 273.26, Right
1049, 281452, 274.85, Left
1049, 284907, 278.22, Right
1051, 268688, 262.39, Left
1051, 270231, 263.89, Right
1052, 272576, 266.18, Left
1052, 272578, 266.18, Right
1053, 266842, 260.58, Left
1053, 261129, 255.00, Right
1054, 238082, 232.50, Left
1054, 226250, 220.94, Right
1055, 226548, 221.23, Left
1055, 228905, 223.54, Right
1056, 213341, 208.34, Left
1056, 217646, 212.54, Right
1057, 240780, 235.13, Left
1057, 241813, 236.14, Right
1058, 257324, 251.29, Left
1058, 268314, 262.02, Right
1059, 265186, 258.97, Left
1059, 270122, 263.79, Right
1060, 269090, 262.78, Left
1060, 275078, 268.63, Right
1061, 254595, 248.62, Left
1061, 259420, 253.33, Right
1062, 274690, 268.25, Left
1062, 282854, 276.22, Right
1063, 298614, 291.61, Left
1063, 305817, 298.64, Right
1067, 304564, 297.42, Left
1067, 314476, 307.10, Right
1068, 294717, 287.80, Left
1068, 302559, 295.46, Right
1069, 291369, 284.54, Left
1069, 292906, 286.04, Right
1070, 262166, 256.02, Left
1070, 266242, 260.00, Right
1071, 249287, 243.44, Left
1071, 242619, 236.93, Right
1072, 240423, 234.78, Left
1072, 228225, 222.87, Right
1073, 232282, 226.83, Left
1073, 230983, 225.56, Right
1074, 218217, 213.10, Left
1074, 213526, 208.52, Right
1075, 189434, 184.99, Left
1075, 189212, 184.77, Right
1076, 188292, 183.87, Left
1076, 187486, 183.09, Right
1077, 205705, 200.88, Left
1077, 204184, 199.39, Right
1078, 213073, 208.07, Left
1078, 211227, 206.27, Right
1079, 200305, 195.61, Left
1079, 197430, 192.80, Right
1080, 197983, 193.34, Left
1080, 200614, 195.91, Right
1081, 203069, 198.30, Left
1081, 208253, 203.37, Right
1082, 207163, 202.30, Left
1082, 217820, 212.71, Right
1083, 204719, 199.92, Left
1083, 219873, 214.71, Right
1084, 194097, 189.54, Left
1084, 206340, 201.50, Right
1085, 199003, 194.33, Left
1085, 219822, 214.66, Right
1086, 219588, 214.44, Left
1086, 238753, 233.15, Right
1087, 222850, 217.62, Left
1087, 243560, 237.85, Right
1088, 205601, 200.78, Left
1088, 224087, 218.83, Right
1089, 208002, 203.12, Left
1089, 227987, 222.64, Right
1090, 204259, 199.47, Left
1090, 221435, 216.24, Right
1091, 216802, 211.72, Left
1091, 227259, 221.93, Right
1092, 234447, 228.95, Left
1092, 231092, 225.67, Right
1093, 234821, 229.31, Left
1093, 239661, 234.04, Right
1094, 229116, 223.74, Left
1094, 226990, 221.66, Right
1095, 216157, 211.09, Left
1095, 217280, 212.18, Right
1096, 209581, 204.66, Left
1096, 206075, 201.24, Right
1097, 197810, 193.17, Left
1097, 200645, 195.94, Right
1098, 198896, 194.23, Left
1098, 205107, 200.29, Right
1099, 202179, 197.44, Left
1099, 211731, 206.76, Right
1100, 193369, 188.83, Left
1100, 209418, 204.50, Right
1101, 184842, 180.50, Left
1101, 200150, 195.45, Right
1102, 188797, 184.37, Left
1102, 207699, 202.83, Right
1103, 197218, 192.59, Left
1103, 222675, 217.45, Right
1104, 182413, 178.13, Left
1104, 204545, 199.75, Right
1105, 180087, 175.86, Left
1105, 192218, 187.71, Right
1106, 173972, 169.89, Left
1106, 184642, 180.31, Right
1107, 187399, 183.00, Left
1107, 197177, 192.55, Right
1108, 185899, 181.54, Left
1108, 192058, 187.55, Right
1109, 188457, 184.04, Left
1109, 190657, 186.18, Right
1110, 190413, 185.95, Left
1110, 198599, 193.94, Right
1111, 197956, 193.31, Left
1111, 201914, 197.18, Right
1112, 204225, 199.43, Left
1112, 210606, 205.66, Right
1113, 204160, 199.37, Left
1113, 216352, 211.28, Right
1114, 216319, 211.24, Left
1114, 226611, 221.29, Right
1115, 227517, 222.18, Left
1115, 238017, 232.43, Right
1116, 235306, 229.79, Left
1116, 247606, 241.80, Right
1117, 263876, 257.69, Left
1117, 284395, 277.72, Right
1118, 281445, 274.84, Left
1118, 303664, 296.54, Right
1119, 282803, 276.17, Left
1119, 296573, 289.62, Right
1120, 249927, 244.06, Left
1120, 256581, 250.56, Right
1121, 239232, 233.62, Left
1121, 244240, 238.51, Right
1122, 234990, 229.48, Left
1122, 240586, 234.94, Right
1123, 261434, 255.30, Left
1123, 266809, 260.55, Right
1124, 295532, 288.60, Left
1124, 305334, 298.17, Right
1125, 307569, 300.36, Left
1125, 308047, 300.82, Right
1126, 300937, 293.88, Left
1126, 317215, 309.78, Right
1127, 319458, 311.97, Left
1127, 315636, 308.23, Right
1129, 332818, 325.01, Left
1129, 340157, 332.18, Right
1130, 345638, 337.53, Left
1130, 345684, 337.58, Right
1131, 327433, 319.75, Left
1131, 316935, 309.50, Right
1132, 272431, 266.04, Left
1132, 267248, 260.98, Right
1133, 217950, 212.84, Left
1133, 236759, 231.20, Right
1134, 244854, 239.11, Left
1134, 245970, 240.20, Right
1135, 251481, 245.58, Left
1135, 253840, 247.89, Right
1136, 250433, 244.56, Left
1136, 253593, 247.64, Right
1137, 267602, 261.33, Left
1137, 279933, 273.37, Right
1138, 278999, 272.45, Left
1138, 270477, 264.13, Right
1139, 272626, 266.23, Left
1139, 286725, 280.00, Right
1140, 294552, 287.64, Left
1140, 303822, 296.70, Right
1141, 304871, 297.72, Left
1141, 314900, 307.51, Right
1143, 294950, 288.03, Left
1143, 307418, 300.21, Right
1144, 288675, 281.90, Left
1144, 310187, 302.91, Right
1145, 305203, 298.04, Left
1145, 305771, 298.60, Right
1149, 308480, 301.25, Left
1149, 324579, 316.97, Right
1150, 307334, 300.13, Left
1150, 311780, 304.47, Right
1151, 298177, 291.18, Left
1151, 300349, 293.30, Right
1152, 269590, 263.27, Left
1152, 292961, 286.09, Right
1154, 324142, 316.54, Left
1154, 330556, 322.80, Right
1155, 313924, 306.56, Left
1155, 333445, 325.62, Right
1156, 324632, 317.02, Left
1156, 338197, 330.27, Right
1158, 348910, 340.73, Left
1158, 366978, 358.37, Right
1159, 368526, 359.88, Left
1159, 371686, 362.97, Right
1160, 345922, 337.81, Left
1160, 359763, 351.33, Right
1161, 366840, 358.24, Left
1161, 369667, 361.00, Right
1164, 378734, 369.85, Left
1164, 394313, 385.07, Right
1165, 379123, 370.23, Left
1165, 392660, 383.45, Right
1170, 372369, 363.64, Left
1170, 383690, 374.69, Right
1171, 353048, 344.77, Left
1171, 364967, 356.41, Right
1172, 345168, 337.07, Left
1172, 356479, 348.12, Right
1174, 358992, 350.57, Left
1174, 369591, 360.92, Right
1176, 357584, 349.20, Left
1176, 372103, 363.38, Right
1177, 355008, 346.68, Left
1177, 352192, 343.93, Right
1178, 346671, 338.54, Left
1178, 335753, 327.88, Right
1179, 332592, 324.79, Left
1179, 323096, 315.52, Right
1180, 296000, 289.06, Left
1180, 291409, 284.57, Right
1181, 262583, 256.42, Left
1181, 271460, 265.09, Right
1182, 253990, 248.03, Left
1182, 249410, 243.56, Right
1183, 243510, 237.80, Left
1183, 260454, 254.34, Right
1184, 260879, 254.76, Left
1184, 261477, 255.34, Right
1185, 272673, 266.28, Left
1185, 266573, 260.32, Right
1186, 268125, 261.84, Left
1186, 279127, 272.58, Right
1187, 270319, 263.98, Left
1187, 284787, 278.11, Right
1188, 287572, 280.83, Left
1188, 279261, 272.71, Right
1189, 296133, 289.19, Left
1189, 299603, 292.58, Right
1190, 289723, 282.93, Left
1190, 312189, 304.87, Right
1191, 289026, 282.25, Left
1191, 301719, 294.64, Right
1193, 332155, 324.37, Left
1193, 350222, 342.01, Right
1194, 316907, 309.47, Left
1194, 325057, 317.43, Right
1195, 275403, 268.94, Left
1195, 283077, 276.44, Right
1196, 302395, 295.30, Left
1196, 316618, 309.19, Right
1197, 308534, 301.30, Left
1197, 316085, 308.67, Right
1198, 306835, 299.64, Left
1198, 328727, 321.02, Right
1199, 318899, 311.42, Left
1199, 332281, 324.49, Right
1200, 314696, 307.32, Left
1200, 342856, 334.82, Right
1201, 350331, 342.12, Left
1201, 343743, 335.68, Right
1202, 333198, 325.38, Left
1202, 342650, 334.61, Right
1206, 281630, 275.02, Left
1206, 279356, 272.80, Right
1211, 291227, 284.40, Left
1211, 298191, 291.20, Right
1216, 280460, 273.88, Left
1216, 290809, 283.99, Right
1221, 325677, 318.04, Left
1221, 335125, 327.27, Right
1226, 293758, 286.87, Left
1226, 318753, 311.28, Right
1231, 324177, 316.57, Left
1231, 330560, 322.81, Right
1232, 316814, 309.38, Left
1232, 345682, 337.58, Right
1236, 337820, 329.90, Left
1236, 357810, 349.42, Right
1240, 350409, 342.19, Left
1240, 385704, 376.66, Right
1242, 339703, 331.74, Left
1242, 371855, 363.13, Right
1243, 319497, 312.00, Left
1243, 356396, 348.04, Right
1244, 295394, 288.47, Left
1244, 328574, 320.87, Right
1245, 293644, 286.76, Left
1245, 322255, 314.70, Right
1246, 286247, 279.53, Left
1246, 298973, 291.96, Right
1247, 271264, 264.90, Left
1247, 273298, 266.89, Right
1248, 254044, 248.08, Left
1248, 272896, 266.50, Right
1249, 277484, 270.98, Left
1249, 288182, 281.42, Right
1250, 301011, 293.95, Left
1250, 317848, 310.39, Right
1251, 313781, 306.42, Left
1251, 332742, 324.94, Right
1253, 316793, 309.36, Left
1253, 343908, 335.84, Right
1254, 327054, 319.38, Left
1254, 347528, 339.38, Right
1255, 333274, 325.46, Left
1255, 351373, 343.13, Right
1256, 338936, 330.99, Left
1256, 357907, 349.51, Right
1257, 343086, 335.04, Left
1257, 372152, 363.42, Right
1258, 362990, 354.48, Left
1258, 380769, 371.84, Right
1260, 353136, 344.85, Left
1260, 370553, 361.86, Right
1261, 339277, 331.32, Left
1261, 363692, 355.16, Right
1262, 337184, 329.28, Left
1262, 362791, 354.28, Right
1263, 302406, 295.31, Left
1263, 331022, 323.26, Right
1265, 331188, 323.42, Left
1265, 357170, 348.79, Right
1266, 332553, 324.75, Left
1266, 351620, 343.37, Right
1269, 342030, 334.01, Left
1269, 351425, 343.18, Right
1271, 339534, 331.57, Left
1271, 357814, 349.42, Right
1272, 315197, 307.80, Left
1272, 328447, 320.74, Right
1277, 340562, 332.58, Left
1277, 351143, 342.91, Right
1278, 278780, 272.24, Left
1278, 283599, 276.95, Right
1280, 300550, 293.50, Left
1280, 315470, 308.07, Right
1281, 301644, 294.57, Left
1281, 315869, 308.46, Right
1282, 311821, 304.51, Left
1282, 314034, 306.67, Right
1283, 290385, 283.57, Left
1283, 288320, 281.56, Right
1284, 281778, 275.17, Left
1284, 274460, 268.02, Right
1285, 280012, 273.44, Left
1285, 285809, 279.11, Right
1286, 274550, 268.11, Left
1286, 280687, 274.10, Right
1287, 257792, 251.75, Left
1287, 263620, 257.44, Right
1288, 265155, 258.94, Left
1288, 272485, 266.09, Right
1289, 257348, 251.31, Left
1289, 259457, 253.37, Right
1290, 253520, 247.57, Left
1290, 259964, 253.87, Right
1291, 269844, 263.51, Left
1291, 273691, 267.27, Right
1292, 265563, 259.33, Left
1292, 260919, 254.80, Right
1293, 251462, 245.56, Left
1293, 250092, 244.23, Right
1294, 262110, 255.96, Left
1294, 259001, 252.93, Right
1295, 274559, 268.12, Left
1295, 275976, 269.50, Right
1296, 251957, 246.05, Left
1296, 272539, 266.15, Right
1297, 264986, 258.77, Left
1297, 261806, 255.66, Right
1298, 250510, 244.63, Left
1298, 268285, 261.99, Right
1299, 262748, 256.58, Left
1299, 256076, 250.07, Right
1300, 233600, 228.12, Left
1300, 236560, 231.01, Right
1301, 218131, 213.01, Left
1301, 232564, 227.11, Right
1302, 237049, 231.49, Left
1302, 241576, 235.91, Right
1303, 241441, 235.78, Left
1303, 240799, 235.15, Right
1304, 241605, 235.94, Left
1304, 237885, 232.30, Right
1305, 246628, 240.84, Left
1305, 241100, 235.44, Right
1306, 235980, 230.44, Left
1306, 242230, 236.55, Right
1307, 237867, 232.29, Left
1307, 244662, 238.92, Right
1308, 243817, 238.10, Left
1308, 250096, 244.23, Right
1309, 232895, 227.43, Left
1309, 234356, 228.86, Right
1310, 229459, 224.08, Left
1310, 227460, 222.12, Right
1311, 233805, 228.32, Left
1311, 231464, 226.03, Right
1312, 244292, 238.56, Left
1312, 243706, 237.99, Right
1313, 241598, 235.93, Left
1313, 254689, 248.71, Right
1314, 259917, 253.82, Left
1314, 261778, 255.64, Right
1315, 256491, 250.47, Left
1315, 255208, 249.22, Right
1316, 245802, 240.04, Left
1316, 242357, 236.67, Right
1317, 232892, 227.43, Left
1317, 235737, 230.21, Right
1318, 217274, 212.18, Left
1318, 237883, 232.30, Right
1319, 228513, 223.15, Left
1319, 242331, 236.65, Right
1320, 243289, 237.58, Left
1320, 256687, 250.67, Right
1321, 240630, 234.99, Left
1321, 253529, 247.58, Right
1323, 276464, 269.98, Left
1323, 291271, 284.44, Right
1324, 261924, 255.78, Left
1324, 275003, 268.55, Right
1325, 281154, 274.56, Left
1325, 299064, 292.05, Right
1326, 246702, 240.91, Left
1326, 262200, 256.05, Right
1327, 254837, 248.86, Left
1327, 269343, 263.03, Right
1328, 246357, 240.58, Left
1328, 257303, 251.27, Right
1329, 246440, 240.66, Left
1329, 259132, 253.05, Right
1330, 274243, 267.81, Left
1330, 292604, 285.74, Right
1331, 256790, 250.77, Left
1331, 274829, 268.38, Right
1332, 258213, 252.16, Left
1332, 280201, 273.63, Right
1333, 247230, 241.43, Left
1333, 248447, 242.62, Right
1334, 253694, 247.74, Left
1334, 272676, 266.28, Right
1336, 270549, 264.20, Left
1336, 279681, 273.12, Right
1337, 280257, 273.68, Left
1337, 301737, 294.66, Right
1338, 270595, 264.25, Left
1338, 289454, 282.66, Right
1340, 273625, 267.21, Left
1340, 288615, 281.85, Right
1342, 290098, 283.29, Left
1342, 315496, 308.10, Right
1343, 293132, 286.26, Left
1343, 319320, 311.83, Right
1347, 296194, 289.25, Left
1347, 323414, 315.83, Right
1348, 293126, 286.25, Left
1348, 315255, 307.86, Right
1349, 263598, 257.41, Left
1349, 266696, 260.44, Right
1350, 247011, 241.22, Left
1350, 254094, 248.13, Right
1351, 240482, 234.84, Left
1351, 250087, 244.22, Right
1352, 265368, 259.14, Left
1352, 282114, 275.50, Right
1353, 236360, 230.82, Left
1353, 250982, 245.09, Right
1354, 236730, 231.18, Left
1354, 257186, 251.15, Right
1355, 248480, 242.65, Left
